subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
251,24,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,244,244,244,0,244,n2
251,26,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,104,104,104,0,104,n2
251,27,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,492,151,151,0,151,n2
251,28,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,410,165,165,1,279,n2
251,35,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,362,161,161,1,495,n2
251,41,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,577,113,577,0,577,n2
251,44,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,1010,138,138,1,988,n2
251,46,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,233,233,233,0,233,n2
251,49,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,120,120,120,0,120,n2
251,50,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,200,200,200,0,200,n2
251,56,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,546,243,243,0,243,n2
251,66,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,525,358,358,0,358,n2
251,72,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,478,140,140,0,140,n2
251,75,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,615,615,615,0,615,n2
251,77,"*When I was a kid, despite my mom's disapproval, I really wanted to buy a* snack* bar* and eat* all of the snacks.*",27,Plausible,snack bar,5.24,0.1225199,Ours,High,-2.0994818132111703,503,275,275,1,839,n2
251,80,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,493,493,493,0,493,n2
251,83,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,389,158,389,0,389,n2
251,85,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,128,128,128,0,128,n2
251,86,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,144,144,144,0,144,n2
251,87,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,440,215,215,0,215,n2
251,92,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,352,250,352,1,604,n2
251,99,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,150,150,150,0,150,n2
251,103,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,145,145,145,0,145,n2
251,106,*Evan said that he shouldn't have eaten all his* junk* food* since now* he feels bad.*,42,Implausible,junk food,3.125,0.105548352,Ours,High,-2.2485861182630384,155,155,155,0,155,n2
251,114,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,498,335,335,1,677,n2
251,118,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,170,170,170,1,364,n2
251,121,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,247,136,247,1,497,n2
251,124,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,178,178,178,0,178,n2
251,126,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,829,82,473,1,726,n2
251,127,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,316,316,316,0,316,n2
252,11,*One of my favorite feelings is when I smell* ice* cream* because it's* so sweet.*,20,Implausible,ice cream,3.04,0.1511365,Ours,High,-1.8895718769952663,430,430,430,1,739,n2
252,16,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,181,181,181,0,181,n2
252,17,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,565,400,400,0,400,n2
252,21,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,334,334,334,1,474,n2
252,25,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,754,151,151,1,2983,n2
252,29,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,358,358,358,0,358,n2
252,30,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,350,350,350,0,350,n2
252,38,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,393,283,393,1,1219,n2
252,40,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,233,233,233,1,539,n2
252,42,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,992,437,437,0,437,n2
252,45,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,869,194,194,0,194,n2
252,50,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,414,167,167,0,167,n2
252,56,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,814,222,222,1,2173,n2
252,60,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,698,311,311,0,311,n2
252,61,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,292,292,292,0,292,n2
252,64,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,154,154,154,0,154,n2
252,67,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,205,205,205,0,205,n2
252,78,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,553,418,418,0,418,n2
252,82,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,458,200,200,0,200,n2
252,84,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,431,431,431,1,807,n2
252,89,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,583,302,583,1,808,n2
252,93,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,593,365,593,1,1022,n2
252,94,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,516,111,516,1,641,n2
252,101,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,453,266,266,1,963,n2
252,102,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,536,251,251,0,251,n2
252,109,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,395,241,241,0,241,n2
252,110,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,551,214,214,0,214,n2
252,111,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,1005,280,280,0,280,n2
252,133,*The worst part about using the bathroom in public is that they never flush the* toilet* paper* no matter* when you go.*,37,Plausible,toilet paper,6.304348,0.11059946,Ours,High,-2.2018400723651346,272,272,272,0,272,n2
254,4,*Evan said that he shouldn't have thrown out all his* junk* food* since now* he feels bad.*,41,Plausible,junk food,6.26087,0.105548352,Ours,High,-2.2485861182630384,206,206,206,0,206,n2
254,5,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,1350,244,244,0,244,n2
254,7,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,437,208,208,1,1102,n2
254,8,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,854,232,568,0,568,n2
254,14,*Kim heard about the* party* outfit* that her* mother had chosen.*,81,Plausible,party outfit,6.173913,1.54e-5,Staubs,Low,-11.081143048544691,659,202,202,1,563,n2
254,17,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,446,189,189,1,922,n2
254,18,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,294,294,294,0,294,n2
254,21,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,875,326,326,0,326,n2
254,32,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,453,237,237,0,237,n2
254,33,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,375,375,375,0,375,n2
254,34,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,980,213,213,1,1353,n2
254,40,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,330,330,330,0,330,n2
254,42,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,153,153,153,1,573,n2
254,45,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,228,228,228,0,228,n2
254,46,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,589,589,589,1,982,n2
254,50,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,855,296,296,1,600,n2
254,51,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,451,451,451,0,451,n2
254,53,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,182,182,182,0,182,n2
254,62,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,609,249,249,0,249,n2
254,66,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,785,305,305,0,305,n2
254,68,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,217,217,217,0,217,n2
254,69,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,248,248,248,0,248,n2
254,72,*Nora was held up by the* traffic* light* near the* new mall.*,53,Plausible,traffic light,6.26087,0.013149,Staubs,Low,-4.331409568877356,496,209,209,0,209,n2
254,75,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,756,302,302,0,302,n2
254,78,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,691,348,348,0,348,n2
254,86,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,186,186,186,0,186,n2
254,90,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,411,241,241,0,241,n2
254,91,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,203,203,203,0,203,n2
254,92,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,495,325,325,0,325,n2
254,97,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,820,314,314,0,314,n2
254,107,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,588,254,254,0,254,n2
254,118,*The worst part about using the bathroom in public is that they never flush the* toilet* paper* no matter* when you go.*,37,Plausible,toilet paper,6.304348,0.11059946,Ours,High,-2.2018400723651346,713,225,225,0,225,n2
254,120,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,474,186,186,0,186,n2
254,123,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,530,255,255,1,510,n2
254,124,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,219,219,219,0,219,n2
254,129,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,268,268,268,0,268,n2
255,6,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,311,311,311,0,311,n2
255,7,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,182,182,182,0,182,n2
255,9,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,153,153,153,0,153,n2
255,17,*Evan said that he shouldn't have eaten all his* junk* food* since now* he feels bad.*,42,Implausible,junk food,3.125,0.105548352,Ours,High,-2.2485861182630384,153,153,153,0,153,n2
255,20,*The school's outstanding* graduation* rates* were applauded* by the community.*,35,Plausible,graduation rates,4.625,0.11305809,Ours,High,-2.1798535215624613,172,172,172,0,172,n2
255,21,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,221,221,221,0,221,n2
255,22,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,191,191,191,0,191,n2
255,33,*Ricardo leaned against the* ceiling* supports* while he* ate his lunch.*,78,Implausible,ceiling supports,3,8.08e-5,Staubs,Low,-9.423533592437224,376,245,376,0,376,n2
255,36,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,243,243,243,0,243,n2
255,38,*Mary was reassured about the* safety* belt* because it* was a big improvement.*,59,Plausible,safety belt,4.541667,0.002332,Staubs,Low,-6.0610290104938915,355,233,233,0,233,n2
255,39,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,276,276,276,0,276,n2
255,54,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,215,215,215,0,215,n2
255,59,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,416,181,181,0,181,n2
255,61,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,217,217,217,0,217,n2
255,67,*My mom received* baking* dishes* from the* new grocery store.*,18,Implausible,baking dishes,2.521739,0.1538439,Ours,High,-1.8718168270089037,119,119,119,0,119,n2
255,72,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,400,223,223,0,223,n2
255,84,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,360,198,198,0,198,n2
255,87,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,973,236,236,1,672,n2
255,89,*Barbara went over in her* station* wagon* and put* some money in the parking meter.*,50,Implausible,station wagon,3.434783,0.015707,Staubs,Low,-4.153648806121242,172,172,172,0,172,n2
255,99,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,185,185,185,0,185,n2
255,102,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,151,151,151,0,151,n2
255,103,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,345,160,160,0,160,n2
255,105,*Gordon was annoyed by the* service* charges* at the* local mortgage company.*,63,Plausible,service charges,6.086957,0.001149,Staubs,Low,-6.768863280115518,176,176,176,0,176,n2
255,108,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,576,116,116,1,1228,n2
255,113,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,167,167,167,0,167,n2
255,128,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,142,142,142,0,142,n2
255,138,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,175,175,175,0,175,n2
256,7,*Mary bought the* safety* belt* because it* was a big improvement.*,60,Implausible,safety belt,3.043478,0.002332,Staubs,Low,-6.0610290104938915,320,320,320,0,320,n2
256,11,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,335,169,169,0,169,n2
256,13,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,406,210,210,0,210,n2
256,18,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,176,176,176,0,176,n2
256,30,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,941,218,218,0,218,n2
256,34,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,3413,390,390,0,390,n2
256,35,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,525,225,225,0,225,n2
256,42,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,578,259,259,1,562,n2
256,44,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,866,256,256,0,256,n2
256,48,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,568,358,358,0,358,n2
256,54,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,868,351,351,0,351,n2
256,71,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,540,286,286,0,286,n2
256,81,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,664,471,471,0,471,n2
256,83,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,627,151,360,0,360,n2
256,86,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,436,209,209,0,209,n2
256,88,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,1168,390,591,0,591,n2
256,93,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,434,174,174,0,174,n2
256,94,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,390,227,227,1,619,n2
256,100,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,1076,121,121,1,944,n2
256,101,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,268,268,268,0,268,n2
256,102,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,209,209,209,0,209,n2
256,113,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,794,198,198,0,198,n2
256,117,*The maid caught the* elevator* mechanic* who was* goofing off.*,73,Plausible,elevator mechanic,4.347826,1.99e-4,Staubs,Low,-8.522205733239781,252,252,252,0,252,n2
256,122,"*Due to her difficulty of breathing, Jamie was really worried about having* lung* cancer* because it* is hard to treat.*",24,Implausible,lung cancer,3.32,0.1379383,Ours,High,-1.9809487952538625,302,302,302,1,577,n2
256,125,*The doctor told me to stop my recreational use of* prescription* drugs* in order* to prevent any further damage to my skin.*,40,Implausible,prescription drugs,4.333333,0.1027533,Ours,High,-2.275424309333205,236,236,236,1,400,n2
256,126,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,380,380,380,0,380,n2
257,6,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,211,211,211,0,211,n2
257,11,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,270,270,270,0,270,n2
257,21,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,2033,230,637,1,1120,n2
257,25,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,367,195,195,0,195,n2
257,28,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,528,204,204,0,204,n2
257,53,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,281,281,281,0,281,n2
257,54,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,308,174,308,0,308,n2
257,60,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,176,176,176,0,176,n2
257,61,*The mechanic scoffed at the idea of putting* diesel* engines* into the* antique cars.*,31,Plausible,diesel engines,5.217391,0.1189083,Ours,High,-2.129402671161631,487,242,487,0,487,n2
