Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
40,bound up,Filler,1050739,0.041472,Phrasal Verb,She pulled back her hair to keep it out of her face.,1,all_parts_combined_She_pulled_back_her_hair_to_keep_it_out_of_her_face_.wav,Stimuli/all_parts_combined_She_pulled_back_her_hair_to_keep_it_out_of_her_face_.wav,NA,NA,NA,n,2
42,locked up,Filler,1048866,0.131014,Phrasal Verb,The thief was put in jail for his crimes.,1,all_parts_combined_The_thief_was_put_in_jail_for_his_crimes_.wav,Stimuli/all_parts_combined_The_thief_was_put_in_jail_for_his_crimes_.wav,NA,NA,NA,n,2
43,rose up,Filler,1041809,0.029747,Phrasal Verb,The crowd stood and cheered for their favorite team.,0,all_parts_combined_The_crowd_stood_and_cheered_for_their_favorite_team_.wav,Stimuli/all_parts_combined_The_crowd_stood_and_cheered_for_their_favorite_team_.wav,NA,NA,NA,n,2
46,ran up,Filler,934026,0.031021,Phrasal Verb,She took the stairs to catch the train.,0,all_parts_combined_She_took_the_stairs_to_catch_the_train_.wav,Stimuli/all_parts_combined_She_took_the_stairs_to_catch_the_train_.wav,NA,NA,NA,n,2
47,wind up,Filler,894872,0.028373,Phrasal Verb,Please organize the hose and put it away.,1,all_parts_combined_Please_organize_the_hose_and_put_it_away_.wav,Stimuli/all_parts_combined_Please_organize_the_hose_and_put_it_away_.wav,NA,NA,NA,n,2
50,lifted up,Filler,869899,0.081035,Phrasal Verb,He lifted the box with great effort.,1,all_parts_combined_He_lifted_the_box_with_great_effort_.wav,Stimuli/all_parts_combined_He_lifted_the_box_with_great_effort_.wav,NA,NA,NA,n,2
51,shacked up,Filler,22315,8.652579,Phrasal Verb,They met in a cozy cabin for the weekend.,0,all_parts_combined_They_met_in_a_cozy_cabin_for_the_weekend_.wav,Stimuli/all_parts_combined_They_met_in_a_cozy_cabin_for_the_weekend_.wav,NA,NA,NA,n,2
53,clammed up,Filler,31435,6.974706,Phrasal Verb,He stayed quiet and refused to answer any questions.,0,all_parts_combined_He_stayed_quiet_and_refused_to_answer_any_questions_.wav,Stimuli/all_parts_combined_He_stayed_quiet_and_refused_to_answer_any_questions_.wav,NA,NA,NA,n,2
56,dolled up,Filler,31675,2.815556,Phrasal Verb,"She dressed nicely for the party, wearing a fancy dress.",0,all_parts_combined_She_dressed_nicely_for_the_party__wearing_a_fancy_dress_.wav,Stimuli/all_parts_combined_She_dressed_nicely_for_the_party__wearing_a_fancy_dress_.wav,NA,NA,NA,n,2
57,beefing up,Filler,26549,2.715177,Phrasal Verb,They're increasing security in the building after recent incidents.,1,all_parts_combined_They_re_increasing_security_in_the_building_after_recent_incidents_.wav,Stimuli/all_parts_combined_They_re_increasing_security_in_the_building_after_recent_incidents_.wav,NA,NA,NA,n,2
60,shored up,Filler,58459,1.928067,Phrasal Verb,They fixed the building's foundation to prevent further damage.,1,all_parts_combined_They_fixed_the_building_s_foundation_to_prevent_further_damage_.wav,Stimuli/all_parts_combined_They_fixed_the_building_s_foundation_to_prevent_further_damage_.wav,NA,NA,NA,n,2
62,welled up,Filler,274309,1.516701,Phrasal Verb,Tears fell from her eyes as she listened to the sad news.,0,all_parts_combined_Tears_fell_from_her_eyes_as_she_listened_to_the_sad_news_.wav,Stimuli/all_parts_combined_Tears_fell_from_her_eyes_as_she_listened_to_the_sad_news_.wav,NA,NA,NA,n,2
64,conjured up,Filler,347458,1.253583,Phrasal Verb,She came up with a brilliant idea during the brainstorming session.,0,all_parts_combined_She_came_up_with_a_brilliant_idea_during_the_brainstorming_session_.wav,Stimuli/all_parts_combined_She_came_up_with_a_brilliant_idea_during_the_brainstorming_session_.wav,NA,NA,NA,n,2
65,tidying up,Filler,76002,1.131403,Phrasal Verb,I'm cleaning my room before guests come over.,1,all_parts_combined_I_m_cleaning_my_room_before_guests_come_over_.wav,Stimuli/all_parts_combined_I_m_cleaning_my_room_before_guests_come_over_.wav,NA,NA,NA,n,2
68,freshen up,Filler,85576,0.910393,Phrasal Verb,He cleaned himself before going out on a date.,1,all_parts_combined_He_cleaned_himself_before_going_out_on_a_date_.wav,Stimuli/all_parts_combined_He_cleaned_himself_before_going_out_on_a_date_.wav,NA,NA,NA,n,2
70,roughed up,Filler,47121,0.660847,Phrasal Verb,"The dangerous waves smashed into the boat, making it difficult to navigate.",1,all_parts_combined_The_dangerous_waves_smashed_into_the_boat__making_it_difficult_to_navigate_.wav,Stimuli/all_parts_combined_The_dangerous_waves_smashed_into_the_boat__making_it_difficult_to_navigate_.wav,NA,NA,NA,n,2
72,jacked up,Filler,45322,0.578006,Phrasal Verb,"The prices skyrocketed overnight, causing frustration among consumers.",1,all_parts_combined_The_prices_skyrocketed_overnight__causing_frustration_among_consumers_.wav,Stimuli/all_parts_combined_The_prices_skyrocketed_overnight__causing_frustration_among_consumers_.wav,NA,NA,NA,n,2
74,chalked up,Filler,64052,0.505704,Phrasal Verb,She celebrated another victory in her sports career.,1,all_parts_combined_She_celebrated_another_victory_in_her_sports_career_.wav,Stimuli/all_parts_combined_She_celebrated_another_victory_in_her_sports_career_.wav,NA,NA,NA,n,2
76,riled up,Filler,50027,0.472421,Phrasal Verb,"The controversial statement upset the crowd, sparking a heated debate.",1,all_parts_combined_The_controversial_statement_upset_the_crowd__sparking_a_heated_debate_.wav,Stimuli/all_parts_combined_The_controversial_statement_upset_the_crowd__sparking_a_heated_debate_.wav,NA,NA,NA,n,2
78,sprung up,Filler,515862,0.414727,Phrasal Verb,The flowers bloomed after a long winter.,0,all_parts_combined_The_flowers_bloomed_after_a_long_winter_.wav,Stimuli/all_parts_combined_The_flowers_bloomed_after_a_long_winter_.wav,NA,NA,NA,n,2
79,mopping up,Filler,78108,0.39343,Phrasal Verb,The cleaners were busy taking care of the remaining dirt.,1,all_parts_combined_The_cleaners_were_busy_taking_care_of_the_remaining_dirt_.wav,Stimuli/all_parts_combined_The_cleaners_were_busy_taking_care_of_the_remaining_dirt_.wav,NA,NA,NA,n,2
81,cluttering up,Filler,30902,0.386734247,Phrasal Verb,Dirtying the room with unnecessary items makes it difficult to find things.,1,all_parts_combined_Dirtying_the_room_with_unnecessary_items_makes_it_difficult_to_find_things_.wav,Stimuli/all_parts_combined_Dirtying_the_room_with_unnecessary_items_makes_it_difficult_to_find_things_.wav,NA,NA,NA,n,2
83,curled up,Filler,672515,0.368129408,Phrasal Verb,She lied down on the couch with a good book.,0,all_parts_combined_She_lied_down_on_the_couch_with_a_good_book_.wav,Stimuli/all_parts_combined_She_lied_down_on_the_couch_with_a_good_book_.wav,NA,NA,NA,n,2
86,shrivel up,Filler,39647,0.333313717,Phrasal Verb,"Under the scorching sun, the grapes shriveled and turned into raisins.",0,all_parts_combined_Under_the_scorching_sun__the_grapes_shriveled_and_turned_into_raisins_.wav,Stimuli/all_parts_combined_Under_the_scorching_sun__the_grapes_shriveled_and_turned_into_raisins_.wav,NA,NA,NA,n,2
87,cranked up,Filler,73880,0.319771468,Phrasal Verb,He increased the volume and jammed out to his favorite song.,1,all_parts_combined_He_increased_the_volume_and_jammed_out_to_his_favorite_song_.wav,Stimuli/all_parts_combined_He_increased_the_volume_and_jammed_out_to_his_favorite_song_.wav,NA,NA,NA,n,2
89,snuggle up,Filler,30437,0.302278235,Phrasal Verb,"To keep warm during the cold winter night, they cuddled in a cozy blanket.",0,all_parts_combined_To_keep_warm_during_the_cold_winter_night__they_cuddled_in_a_cozy_blanket_.wav,Stimuli/all_parts_combined_To_keep_warm_during_the_cold_winter_night__they_cuddled_in_a_cozy_blanket_.wav,NA,NA,NA,n,2
91,speeding up,Filler,286629,0.284671598,Phrasal Verb,"As the car accelerates down the highway, it is increasing speed.",1,all_parts_combined_As_the_car_accelerates_down_the_highway__it_is_increasing_speed_.wav,Stimuli/all_parts_combined_As_the_car_accelerates_down_the_highway__it_is_increasing_speed_.wav,NA,NA,NA,n,2
94,dished up,Filler,33678,0.273680276,Phrasal Verb,She brought a delicious meal to her family.,1,all_parts_combined_She_brought_a_delicious_meal_to_her_family_.wav,Stimuli/all_parts_combined_She_brought_a_delicious_meal_to_her_family_.wav,NA,NA,NA,n,2
95,puffed up,Filler,211460,0.272954807,Phrasal Verb,"After receiving recognition for his accomplishments, his pride grew.",0,all_parts_combined_After_receiving_recognition_for_his_accomplishments__his_pride_grew_.wav,Stimuli/all_parts_combined_After_receiving_recognition_for_his_accomplishments__his_pride_grew_.wav,NA,NA,NA,n,2
97,straightens up,Filler,35186,0.26599235,Phrasal Verb,"Before entering the important meeting, he straightens his tie.",1,all_parts_combined_Before_entering_the_important_meeting__he_straightens_his_tie_.wav,Stimuli/all_parts_combined_Before_entering_the_important_meeting__he_straightens_his_tie_.wav,NA,NA,NA,n,2
99,trumped up,Filler,42740,0.240487953,Phrasal Verb,The accusations against him were baseless and untrue.,0,all_parts_combined_The_accusations_against_him_were_baseless_and_untrue_.wav,Stimuli/all_parts_combined_The_accusations_against_him_were_baseless_and_untrue_.wav,NA,NA,NA,n,2
102,coughed up,Filler,66690,0.080676478,Phrasal Verb,"After being threatened with legal action, he gave them the money he owed.",1,all_parts_combined_After_being_threatened_with_legal_action__he_gave_them_the_money_he_owed_.wav,Stimuli/all_parts_combined_After_being_threatened_with_legal_action__he_gave_them_the_money_he_owed_.wav,NA,NA,NA,n,2
104,matching up,Filler,27456,0.004145078,Phrasal Verb,"He was known for quickly matching the puzzle pieces, easily forming the complete picture.",1,all_parts_combined_He_was_known_for_quickly_matching_the_puzzle_pieces__easily_forming_the_complete_picture_.wav,Stimuli/all_parts_combined_He_was_known_for_quickly_matching_the_puzzle_pieces__easily_forming_the_complete_picture_.wav,NA,NA,NA,n,2
106,scroll up,Filler,25889,9.19E-03,Phrasal Verb,Whenever she reviews the previous messages in the chat conversation she often will sort by date.,0,all_parts_combined_Whenever_she_reviews_the_previous_messages_in_the_chat_conversation_she_often_will_sort_by_date_.wav,Stimuli/all_parts_combined_Whenever_she_reviews_the_previous_messages_in_the_chat_conversation_she_often_will_sort_by_date_.wav,NA,NA,NA,n,2
108,brace up,Filler,23927,0.007396565,Phrasal Verb,"Get ready, and please try not to be too disappointed.",0,all_parts_combined_Get_ready__and_please_try_not_to_be_too_disappointed_.wav,Stimuli/all_parts_combined_Get_ready__and_please_try_not_to_be_too_disappointed_.wav,NA,NA,NA,n,2
110,extended up,Filler,43836,0.00170883,Phrasal Verb,The vines seeked support as they grew on the trellis.,0,all_parts_combined_The_vines_seeked_support_as_they_grew_on_the_trellis_.wav,Stimuli/all_parts_combined_The_vines_seeked_support_as_they_grew_on_the_trellis_.wav,NA,NA,NA,n,2
112,rubbing up,Filler,25138,0.009135334,Phrasal Verb,The dog seeks attention by rubbing against my leg.,0,all_parts_combined_The_dog_seeks_attention_by_rubbing_against_my_leg_.wav,Stimuli/all_parts_combined_The_dog_seeks_attention_by_rubbing_against_my_leg_.wav,NA,NA,NA,n,2
113,tacked up,Filler,41309,0.084585631,Phrasal Verb,He hung the poster on the bulletin board.,1,all_parts_combined_He_hung_the_poster_on_the_bulletin_board_.wav,Stimuli/all_parts_combined_He_hung_the_poster_on_the_bulletin_board_.wav,NA,NA,NA,n,2
115,flowing up,Filler,19183,0.002907494,Phrasal Verb,The water is flowing from the fountain in a mesmerizing pattern.,0,all_parts_combined_The_water_is_flowing_from_the_fountain_in_a_mesmerizing_pattern_.wav,Stimuli/all_parts_combined_The_water_is_flowing_from_the_fountain_in_a_mesmerizing_pattern_.wav,NA,NA,NA,n,2
117,flipped up,Filler,34595,2.14E-02,Phrasal Verb,"Her umbrella flipped in, turning inside out in the gust of wind.",1,all_parts_combined_Her_umbrella_flipped_in__turning_inside_out_in_the_gust_of_wind_.wav,Stimuli/all_parts_combined_Her_umbrella_flipped_in__turning_inside_out_in_the_gust_of_wind_.wav,NA,NA,NA,n,2
119,divided up,Filler,296575,0.012302929,Phrasal Verb,"Among the team members, they divided the responsibilities.",1,all_parts_combined_Among_the_team_members__they_divided_the_responsibilities_.wav,Stimuli/all_parts_combined_Among_the_team_members__they_divided_the_responsibilities_.wav,NA,NA,NA,n,2
121,sneaked up,Filler,48512,1.10E-01,Phrasal Verb,She quietly hid behind him and surprised him with a kiss.,0,all_parts_combined_She_quietly_hid_behind_him_and_surprised_him_with_a_kiss_.wav,Stimuli/all_parts_combined_She_quietly_hid_behind_him_and_surprised_him_with_a_kiss_.wav,NA,NA,NA,n,2
124,weigh up,Filler,59670,0.017931493,Phrasal Verb,"Before making a decision, it's important to weigh the pros and cons.",0,all_parts_combined_Before_making_a_decision__it_s_important_to_weigh_the_pros_and_cons_.wav,Stimuli/all_parts_combined_Before_making_a_decision__it_s_important_to_weigh_the_pros_and_cons_.wav,NA,NA,NA,n,2
126,traveled up,Filler,78738,0.010698793,Phrasal Verb,They traveled to the summit of the mountain to enjoy the breathtaking view.,0,all_parts_combined_They_traveled_to_the_summit_of_the_mountain_to_enjoy_the_breathtaking_view_.wav,Stimuli/all_parts_combined_They_traveled_to_the_summit_of_the_mountain_to_enjoy_the_breathtaking_view_.wav,NA,NA,NA,n,2
128,sauntered up,Filler,27088,0.069381158,Phrasal Verb,He went to the counter and placed his order.,0,all_parts_combined_He_went_to_the_counter_and_placed_his_order_.wav,Stimuli/all_parts_combined_He_went_to_the_counter_and_placed_his_order_.wav,NA,NA,NA,n,2
130,cleaning up,Filler,694997,0.103621011,Phrasal Verb,We were cleaning the house when she unexpectedly arrived.,1,all_parts_combined_We_were_cleaning_the_house_when_she_unexpectedly_arrived_.wav,Stimuli/all_parts_combined_We_were_cleaning_the_house_when_she_unexpectedly_arrived_.wav,NA,NA,NA,n,2
131,creeps up,Filler,34057,0.064442699,Phrasal Verb,"As the night grows darker, the feeling of unease was instilled in him.",0,all_parts_combined_As_the_night_grows_darker__the_feeling_of_unease_was_instilled_in_him_.wav,Stimuli/all_parts_combined_As_the_night_grows_darker__the_feeling_of_unease_was_instilled_in_him_.wav,NA,NA,NA,n,2
134,charged up,Filler,84121,4.98E-03,Phrasal Verb,"It took three hours, but the battery was completely charged.",1,all_parts_combined_It_took_three_hours__but_the_battery_was_completely_charged_.wav,Stimuli/all_parts_combined_It_took_three_hours__but_the_battery_was_completely_charged_.wav,NA,NA,NA,n,2
136,scrambled up,Filler,168267,0.100487727,Phrasal Verb,She climbed the rocky slope.,0,all_parts_combined_She_climbed_the_rocky_slope_.wav,Stimuli/all_parts_combined_She_climbed_the_rocky_slope_.wav,NA,NA,NA,n,2
140,pay up,Filler,189202,0.003236223,Phrasal Verb,It's time to pay for the services rendered.,0,all_parts_combined_It_s_time_to_pay_for_the_services_rendered_.wav,Stimuli/all_parts_combined_It_s_time_to_pay_for_the_services_rendered_.wav,NA,NA,NA,n,2
142,swim up,Filler,29188,0.007008684,Phrasal Verb,The fish swim down the stream during spawning season.,0,all_parts_combined_The_fish_swim_down_the_stream_during_spawning_season_.wav,Stimuli/all_parts_combined_The_fish_swim_down_the_stream_during_spawning_season_.wav,NA,NA,NA,n,2
143,closes up,Filler,28198,0.010539201,Phrasal Verb,The shop closes for the night.,1,all_parts_combined_The_shop_closes_for_the_night_.wav,Stimuli/all_parts_combined_The_shop_closes_for_the_night_.wav,NA,NA,NA,n,2
145,step up,Filler,389046,0.006630513,Phrasal Verb,She walked to the podium to give her speech.,0,all_parts_combined_She_walked_to_the_podium_to_give_her_speech_.wav,Stimuli/all_parts_combined_She_walked_to_the_podium_to_give_her_speech_.wav,NA,NA,NA,n,2
147,hit up,Filler,26518,0.001017902,Phrasal Verb,He decided to contact his old friend to see if he wanted to hang out.,1,all_parts_combined_He_decided_to_contact_his_old_friend_to_see_if_he_wanted_to_hang_out_.wav,Stimuli/all_parts_combined_He_decided_to_contact_his_old_friend_to_see_if_he_wanted_to_hang_out_.wav,NA,NA,NA,n,2
149,hold up,Filler,1118752,0.020265761,Phrasal Verb,He caused the traffic with his car accident.,1,all_parts_combined_He_caused_the_traffic_with_his_car_accident_.wav,Stimuli/all_parts_combined_He_caused_the_traffic_with_his_car_accident_.wav,NA,NA,NA,n,2
151,proceeded up,Filler,60024,0.008151732,Phrasal Verb,They took the stairs to the next floor.,0,all_parts_combined_They_took_the_stairs_to_the_next_floor_.wav,Stimuli/all_parts_combined_They_took_the_stairs_to_the_next_floor_.wav,NA,NA,NA,n,2
153,rigged up,Filler,85971,0.120784125,Phrasal Verb,They made a makeshift tent in the woods.,1,all_parts_combined_They_made_a_makeshift_tent_in_the_woods_.wav,Stimuli/all_parts_combined_They_made_a_makeshift_tent_in_the_woods_.wav,NA,NA,NA,n,2
155,cook up,Filler,72162,0.004376435,Phrasal Verb,She cooked a delicious meal for her guests.,1,all_parts_combined_She_cooked_a_delicious_meal_for_her_guests_.wav,Stimuli/all_parts_combined_She_cooked_a_delicious_meal_for_her_guests_.wav,NA,NA,NA,n,2
157,drank up,Filler,31618,6.19E-03,Phrasal Verb,They drank all the water in the bottle.,1,all_parts_combined_They_drank_all_the_water_in_the_bottle_.wav,Stimuli/all_parts_combined_They_drank_all_the_water_in_the_bottle_.wav,NA,NA,NA,n,2
159,press up,Filler,27975,2.09E-04,Phrasal Verb,a bicep curl is one of Jim's favorite exercises.,0,all_parts_combined_A_bicep_curl_is_one_of_Jim_s_favorite_exercises_.wav,Stimuli/all_parts_combined_A_bicep_curl_is_one_of_Jim_s_favorite_exercises_.wav,NA,NA,NA,n,2
161,done up,Filler,239807,0.002256726,Phrasal Verb,The goods were organized in bundles for shipment.,0,all_parts_combined_The_goods_were_organized_in_bundles_for_shipment_.wav,Stimuli/all_parts_combined_The_goods_were_organized_in_bundles_for_shipment_.wav,NA,NA,NA,n,2
163,typing up,Filler,19090,0.006231,Phrasal Verb,She's typing the meeting minutes on her laptop.,1,all_parts_combined_She_s_typing_the_meeting_minutes_on_her_laptop_.wav,Stimuli/all_parts_combined_She_s_typing_the_meeting_minutes_on_her_laptop_.wav,NA,NA,NA,n,2
165,sweeps up,Filler,20340,0.019973,Phrasal Verb,She swept the fallen leaves from the yard.,1,all_parts_combined_She_swept_the_fallen_leaves_from_the_yard_.wav,Stimuli/all_parts_combined_She_swept_the_fallen_leaves_from_the_yard_.wav,NA,NA,NA,n,2
168,plugged up,Filler,24965,0.028328,Phrasal Verb,The sink is clogged and needs fixing.,1,all_parts_combined_The_sink_is_clogged_and_needs_fixing_.wav,Stimuli/all_parts_combined_The_sink_is_clogged_and_needs_fixing_.wav,NA,NA,NA,n,2
170,bent up,Filler,27400,0.002506,Phrasal Verb,The tree shook in the strong wind.,0,all_parts_combined_The_tree_shook_in_the_strong_wind_.wav,Stimuli/all_parts_combined_The_tree_shook_in_the_strong_wind_.wav,NA,NA,NA,n,2
172,wraps up,Filler,31440,0.034854,Phrasal Verb,She wrapped the gift with colorful paper.,1,all_parts_combined_She_wrapped_the_gift_with_colorful_paper_.wav,Stimuli/all_parts_combined_She_wrapped_the_gift_with_colorful_paper_.wav,NA,NA,NA,n,2
174,fetched up,Filler,35412,0.029748,Phrasal Verb,The dog ran to the ball and brought it back.,0,all_parts_combined_The_dog_ran_to_the_ball_and_brought_it_back_.wav,Stimuli/all_parts_combined_The_dog_ran_to_the_ball_and_brought_it_back_.wav,NA,NA,NA,n,2
176,penned up,Filler,43081,0.054444,Phrasal Verb,They kept the horses in the stable.,1,all_parts_combined_They_kept_the_horses_in_the_stable_.wav,Stimuli/all_parts_combined_They_kept_the_horses_in_the_stable_.wav,NA,NA,NA,n,2
177,meeting up,Filler,43343,8.58E-04,Phrasal Verb,They're meeting at the cafe for a chat.,0,all_parts_combined_They_re_meeting_at_the_cafe_for_a_chat_.wav,Stimuli/all_parts_combined_They_re_meeting_at_the_cafe_for_a_chat_.wav,NA,NA,NA,n,2
179,dragged up,Filler,54433,0.011024,Phrasal Verb,She grabbed a chair to sit at the table.,1,all_parts_combined_She_grabbed_a_chair_to_sit_at_the_table_.wav,Stimuli/all_parts_combined_She_grabbed_a_chair_to_sit_at_the_table_.wav,NA,NA,NA,n,2
181,geared up,Filler,61290,0.040925,Phrasal Verb,They prepared for the intense competition.,1,all_parts_combined_They_prepared_for_the_intense_competition_.wav,Stimuli/all_parts_combined_They_prepared_for_the_intense_competition_.wav,NA,NA,NA,n,2
184,ranging up,Filler,66581,0.008506,Phrasal Verb,"He said that the price keeps fluctating, rising to three times its original value.",0,all_parts_combined_He_said_that_the_price_keeps_fluctating__rising_to_three_times_its_original_value_.wav,Stimuli/all_parts_combined_He_said_that_the_price_keeps_fluctating__rising_to_three_times_its_original_value_.wav,NA,NA,NA,n,2
186,shake up,Filler,80160,0.011137,Phrasal Verb,He didn't know what to do to change the industry.,1,all_parts_combined_He_didn_t_know_what_to_do_to_change_the_industry_.wav,Stimuli/all_parts_combined_He_didn_t_know_what_to_do_to_change_the_industry_.wav,NA,NA,NA,n,2
188,hooking up,Filler,92519,0.35203,Phrasal Verb,The're attaching the new TV to the cable box.,1,all_parts_combined_The_re_attaching_the_new_TV_to_the_cable_box_.wav,Stimuli/all_parts_combined_The_re_attaching_the_new_TV_to_the_cable_box_.wav,NA,NA,NA,n,2
189,mount up,Filler,96539,0.007624,Phrasal Verb,The tension started to increase as the deadline approached.,0,all_parts_combined_The_tension_started_to_increase_as_the_deadline_approached_.wav,Stimuli/all_parts_combined_The_tension_started_to_increase_as_the_deadline_approached_.wav,NA,NA,NA,n,2
191,tighten up,Filler,101867,0.078452,Phrasal Verb,She needed to tighten the screws on the machine.,1,all_parts_combined_She_needed_to_tighten_the_screws_on_the_machine_.wav,Stimuli/all_parts_combined_She_needed_to_tighten_the_screws_on_the_machine_.wav,NA,NA,NA,n,2
194,thought up,Filler,155458,9.17E-04,Phrasal Verb,He thought of a brilliant idea overnight.,1,all_parts_combined_He_thought_of_a_brilliant_idea_overnight_.wav,Stimuli/all_parts_combined_He_thought_of_a_brilliant_idea_overnight_.wav,NA,NA,NA,n,2
196,buy up,Filler,167032,0.005961,Phrasal Verb,He wanted to buy all the tickets for the concert.,1,all_parts_combined_He_wanted_to_buy_all_the_tickets_for_the_concert_.wav,Stimuli/all_parts_combined_He_wanted_to_buy_all_the_tickets_for_the_concert_.wav,NA,NA,NA,n,2
198,think up,Filler,213738,0.001198,Phrasal Verb,He needs to think of a creative solution quickly.,1,all_parts_combined_He_needs_to_think_of_a_creative_solution_quickly_.wav,Stimuli/all_parts_combined_He_needs_to_think_of_a_creative_solution_quickly_.wav,NA,NA,NA,n,2
199,stirring up,Filler,327096,0.07521,Phrasal Verb,The controversy is creating a heated debate.,0,all_parts_combined_The_controversy_is_creating_a_heated_debate_.wav,Stimuli/all_parts_combined_The_controversy_is_creating_a_heated_debate_.wav,NA,NA,NA,n,2
201,upperclass,Filler,92040,NA,Word-Internal,The lowerclass students led the school's prestigious debate team to victory.,NA,all_parts_combined_The_lowerclass_students_led_the_school_s_prestigious_debate_team_to_victory_.wav,Stimuli/all_parts_combined_The_lowerclass_students_led_the_school_s_prestigious_debate_team_to_victory_.wav,NA,NA,NA,n,2
203,reuptake,Filler,344732,NA,Word-Internal,The activation of neurotransmitters in the brain plays a crucial role in regulating mood.,NA,all_parts_combined_The_activation_of_neurotransmitters_in_the_brain_plays_a_crucial_role_in_regulating_mood_.wav,Stimuli/all_parts_combined_The_activation_of_neurotransmitters_in_the_brain_plays_a_crucial_role_in_regulating_mood_.wav,NA,NA,NA,n,2
205,walkup,Filler,43457,NA,Word-Internal,I noticed a charming little building with a vibrant red door nestled in the heart of the city.,NA,all_parts_combined_I_noticed_a_charming_little_building_with_a_vibrant_red_door_nestled_in_the_heart_of_the_city_.wav,Stimuli/all_parts_combined_I_noticed_a_charming_little_building_with_a_vibrant_red_door_nestled_in_the_heart_of_the_city_.wav,NA,NA,NA,n,2
207,upstanding,Filler,158426,NA,Word-Internal,"Known for his honesty and integrity, he was regarded as an important citizen in the community.",NA,all_parts_combined_Known_for_his_honesty_and_integrity__he_was_regarded_as_an_important_citizen_in_the_community_.wav,Stimuli/all_parts_combined_Known_for_his_honesty_and_integrity__he_was_regarded_as_an_important_citizen_in_the_community_.wav,NA,NA,NA,n,2
209,nuptial,Filler,346071,NA,Word-Internal,The wedding ceremony marked their long awaited union and celebration of love.,NA,all_parts_combined_The_wedding_ceremony_marked_their_long_awaited_union_and_celebration_of_love_.wav,Stimuli/all_parts_combined_The_wedding_ceremony_marked_their_long_awaited_union_and_celebration_of_love_.wav,NA,NA,NA,n,2
211,upbraided,Filler,115553,NA,Word-Internal,She scolded her colleagues for their unprofessional behavior during the meeting.,NA,all_parts_combined_She_scolded_her_colleagues_for_their_unprofessional_behavior_during_the_meeting_.wav,Stimuli/all_parts_combined_She_scolded_her_colleagues_for_their_unprofessional_behavior_during_the_meeting_.wav,NA,NA,NA,n,2
213,uplink,Filler,163872,NA,Word-Internal,The satellite established a reliable link for communication with the space station.,NA,all_parts_combined_The_satellite_established_a_reliable_link_for_communication_with_the_space_station_.wav,Stimuli/all_parts_combined_The_satellite_established_a_reliable_link_for_communication_with_the_space_station_.wav,NA,NA,NA,n,2
215,uncoupling,Filler,148895,NA,Word-Internal,The delinking of the train cars caused a delay in the transportation system.,NA,all_parts_combined_The_delinking_of_the_train_cars_caused_a_delay_in_the_transportation_system_.wav,Stimuli/all_parts_combined_The_delinking_of_the_train_cars_caused_a_delay_in_the_transportation_system_.wav,NA,NA,NA,n,2
217,holdups,Filler,40702,NA,Word-Internal,The increase in traffic was caused by a major accident on the highway.,NA,all_parts_combined_The_increase_in_traffic_was_caused_by_a_major_accident_on_the_highway_.wav,Stimuli/all_parts_combined_The_increase_in_traffic_was_caused_by_a_major_accident_on_the_highway_.wav,NA,NA,NA,n,2
219,upfront,Filler,149977,NA,Word-Internal,The advance payment secured their reservation for the exclusive event.,NA,all_parts_combined_The_advance_payment_secured_their_reservation_for_the_exclusive_event_.wav,Stimuli/all_parts_combined_The_advance_payment_secured_their_reservation_for_the_exclusive_event_.wav,NA,NA,NA,n,2
221,suppertime,Filler,93777,NA,Word-Internal,They gathered around the table at dinnertime to enjoy a delicious meal together.,NA,all_parts_combined_They_gathered_around_the_table_at_dinnertime_to_enjoy_a_delicious_meal_together_.wav,Stimuli/all_parts_combined_They_gathered_around_the_table_at_dinnertime_to_enjoy_a_delicious_meal_together_.wav,NA,NA,NA,n,2
223,voluptuously,Filler,39232,NA,Word-Internal,"The dancers moved across the stage impressively, captivating the audience.",NA,all_parts_combined_The_dancers_moved_across_the_stage_impressively__captivating_the_audience_.wav,Stimuli/all_parts_combined_The_dancers_moved_across_the_stage_impressively__captivating_the_audience_.wav,NA,NA,NA,n,2
225,upkeep,Filler,435038,NA,Word-Internal,Regular maintenance is necessary for the longevity of the machinery.,NA,all_parts_combined_Regular_maintenance_is_necessary_for_the_longevity_of_the_machinery_.wav,Stimuli/all_parts_combined_Regular_maintenance_is_necessary_for_the_longevity_of_the_machinery_.wav,NA,NA,NA,n,2
227,ups,Filler,3870087,NA,Word-Internal,My grandma used to tell us that life has many good and bad things.,NA,all_parts_combined_My_grandma_used_to_tell_us_that_life_has_many_good_and_bad_things_.wav,Stimuli/all_parts_combined_My_grandma_used_to_tell_us_that_life_has_many_good_and_bad_things_.wav,NA,NA,NA,n,2
229,supplicating,Filler,68490,NA,Word-Internal,"The beggar extended his trembling hands, asking for a small donation.",NA,all_parts_combined_The_beggar_extended_his_trembling_hands__asking_for_a_small_donation_.wav,Stimuli/all_parts_combined_The_beggar_extended_his_trembling_hands__asking_for_a_small_donation_.wav,NA,NA,NA,n,2
