WordA,WordB,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,*BStress,OverallFreq,CollegeFreq,LogOverallFreq,RelFreq,GenPref,Use?,Bin,Too weird?,Sentence,Sentence (WordA and WordB),Sentence (WordB and WordA)
comb,wattles,0,1,1,0,0,0,2.991184154,1,1,1,4962,5,8.509564164,0.9532446594,0.8244217336,,5,too weird,,,
imagination,originality,0,0,0,0,0,0,2.042473073,1,1,0,4763,4,8.468633001,0.4931765694,0.5516455416,,5,,It takes a lot of X and Y to write a successful novel.,It takes a lot of imagination and originality to write a successful novel.,It takes a lot of originality and imagination to write a successful novel.
ears,hair,0,-1,1,0,0,0,-1.120733033,0,0,0,4651,4,8.444837529,0.4325951408,0.5015599419,,5,,Bill washed his X and Y before going to bed.,Bill washed his ears and hair before going to bed.,Bill washed his hair and ears before going to bed.
brush,logs,0,-1,-1,0,0,0,0.7793442925,0,0,0,4632,4,8.440744019,0.2614421416,0.3400492105,,5,too weird,,,
importance,validity,0,0,0,0,0,-1,1.58316212,1,1,0,4610,4,8.435983136,0.3937093275,0.2449216262,,5,,He questioned the X and Y of the statements they were making.,He questioned the importance and validity of the statements they were making.,He questioned the validity and importance of the statements they were making.
money,papers,0,0,1,0,0,0,1.118614661,0,0,0,4570,4,8.427268484,0.5424507659,0.6400322049,,5,,Alice brought both the X and Y that were required to buy the house.,Alice brought both the money and papers that were required to buy the house.,Alice brought both the papers and money that were required to buy the house.
pies,puddings,0,0,0,0,0,0,1.401206523,1,1,1,4565,4,8.426173793,0.582694414,0.647949414,,5,,The baseball team had a bake sale with X and Y to raise money for new uniforms.,The baseball team had a bake sale with pies and puddings to raise money for new uniforms.,The baseball team had a bake sale with puddings and pies to raise money for new uniforms.
eloquence,force,0,0,0,-1,0,0,-3.589254851,-2,-2,-1,4562,4,8.425516403,0.2781674704,0.2181490376,,5,,He admires his sister for the X and Y she has when dealing with difficult situations.,He admires his sister for the eloquence and force she has when dealing with difficult situations.,He admires his sister for the force and eloquence she has when dealing with difficult situations.
soil,topography,-1,1,1,0,0,0,2.861619023,2,2,1,4558,4,8.42463921,0.4530495832,0.7870454372,,5,too weird,,,
blossom,leaf,0,0,1,0,0,0,-1.703418453,-1,-1,-1,4489,4,8.409385239,0.1846736467,0.4569876047,,5,,Ethan kept track of the X and Y of the plant to make sure it was healthy.,Ethan kept track of the blossom and leaf of the plant to make sure it was healthy.,Ethan kept track of the leaf and blossom of the plant to make sure it was healthy.
desolation,misery,0,0,0,0,1,0,-1.466333372,-1,1,0,4427,4,8.395477433,0.3724870115,0.4075740455,,5,,Robert felt X and Y so he started going to therapy.,Robert felt desolation and misery so he started going to therapy.,Robert felt misery and desolation so he started going to therapy.
organizations,states,1,0,0,-1,0,0,-1.89668635,-4,-1,-1,4310,4,8.368693183,0.3781902552,0.2036293611,,5,?,,,
boots,jacket,0,-1,0,0,0,0,-0.001887507737,1,1,1,4308,4,8.368229038,0.3625812442,0.5328402256,,5,,"On a trip to the mountains, Jane forgot her X and Y at home, so she had to make a trip to the mall.","On a trip to the mountains, Jane forgot her boots and jacket at home, so she had to make a trip to the mall.","On a trip to the mountains, Jane forgot her jacket and boots at home, so she had to make a trip to the mall."
confusions,contradictions,0,0,0,0,-1,-1,-1.890917884,2,0,0,4304,4,8.367300102,0.5559944238,0.2189357959,,5,,All of the X and Y did not make Amy feel confident about the new rules.,All of the confusions and contradictions did not make Amy feel confident about the new rules.,All of the contradictions and confusions did not make Amy feel confident about the new rules.
flames,sparks,0,0,0,0,1,0,0.7351306472,0,0,0,4256,4,8.356085031,0.4823778195,0.5462749351,,5,,Maeve stared at the X and Y that came from the fireplace.,Maeve stared at the flames and sparks that came from the fireplace.,Maeve stared at the sparks and flames that came from the fireplace.
danger,threat,1,0,0,0,0,0,0.4944646007,-1,-1,-1,4180,4,8.338066526,0.4313397129,0.455856442,,5,,Riley thought that the X and Y of sharks were too high to go surfing.,Riley thought that the danger and threat of sharks were too high to go surfing.,Riley thought that the threat and danger of sharks were too high to go surfing.
determination,faith,0,0,0,0,0,0,-0.8300878942,-3,-1,-1,4173,4,8.336390481,0.2602444285,0.3088633226,,5,,It took X and Y to get where she is today.,It took determination and faith to get where she is today.,It took faith and determination to get where she is today.
berlin,frankfurt,0,0,1,0,0,0,1.973825782,1,1,1,4154,4,8.331827004,0.6114588349,0.7521257671,,5,,Sam wanted to visit X and Y on her trip to Germany.,Sam wanted to visit berlin and frankfurt on her trip to Germany.,Sam wanted to visit frankfurt and berlin on her trip to Germany.
clothes,dishes,0,0,1,0,0,0,1.196212777,1,1,1,4140,4,8.328451067,0.5524154589,0.736056327,,5,,Molly needed to wash her X and Y before leaving for her trip.,Molly needed to wash her clothes and dishes before leaving for her trip.,Molly needed to wash her dishes and clothes before leaving for her trip.
comfort,companionship,0,0,0,0,0,0,2.072726463,1,-1,-1,4138,4,8.327967858,0.7728371194,0.5223909723,,5,,He experienced X and Y whenever he visited his Grandma.,He experienced comfort and companionship whenever he visited his Grandma.,He experienced companionship and comfort whenever he visited his Grandma.
background,interest,0,0,0,0,0,1,-1.502136158,1,2,1,4132,4,8.32651683,0.6195546951,0.8025880266,,5,,He thought that Eduardo's X and Y in cooking would make him perfect for the personal chef role.,He thought that Eduardo's background and interest in cooking would make him perfect for the personal chef role.,He thought that Eduardo's interest and background in cooking would make him perfect for the personal chef role.
glass,rubber,0,1,0,0,0,0,1.320042524,1,1,1,4071,4,8.311643949,0.6082043724,0.7165488526,,5,,Trisha made a statue out of X and Y for her friend's birthday.,Trisha made a statue out of glass and rubber for her friend's birthday.,Trisha made a statue out of rubber and glass for her friend's birthday.
color,scent,0,0,1,0,0,0,2.700648257,-1,-1,-1,4058,4,8.30844552,0.680137999,0.5758091019,,5,,Both the X and Y of the flowers made Terry happy.,Both the color and scent of the flowers made Terry happy.,Both the scent and color of the flowers made Terry happy.
interest,payments,0,0,-1,0,0,0,2.060926712,-1,-1,0,4047,4,8.305731145,0.2246108228,0.4583232592,,5,,Christopher was stressed about the X and Y he had for his loans.,Christopher was stressed about the interest and payments he had for his loans.,Christopher was stressed about the payments and interest he had for his loans.
gambling,vice,-1,0,0,0,0,0,-1.590945113,-2,-2,-1,3997,4,8.293299359,0.5053790343,0.3182096457,,5,,Christine joked that the words X and Y should be considered synonyms.,Christine joked that the words gambling and vice should be considered synonyms.,Christine joked that the words vice and gambling should be considered synonyms.
activities,places,0,0,0,0,0,0,0.311659119,-1,-1,0,3873,4,8.26178468,0.2876323264,0.5201902943,,6,,The many X and Y available to Ronnie meant that he was never bored.,The many activities and places available to Ronnie meant that he was never bored.,The many places and activities available to Ronnie meant that he was never bored.
elegance,purity,0,0,0,0,0,0,-1.080171027,0,0,0,3859,4,8.258163362,0.3239181135,0.4747805827,,6,,Her mom thought the dress exuded X and Y but Lauren did not agree.,Her mom thought the dress exuded elegance and purity but Lauren did not agree.,Her mom thought the dress exuded purity and elegance but Lauren did not agree.
leaves,limbs,0,0,-1,0,0,0,1.948211043,0,0,0,3832,4,8.251142139,0.3063674322,0.4476888251,,6,,All of the X and Y of the trees obstructed the ocean view.,All of the leaves and limbs of the trees obstructed the ocean view.,All of the limbs and leaves of the trees obstructed the ocean view.
power,trade,0,0,0,0,0,-1,1.002243162,-1,-1,-1,3824,4,8.249052274,0.5515167364,0.1679951039,,6,,The country's lack of X and Y caused many financial problems.,The country's lack of power and trade caused many financial problems.,The country's lack of trade and power caused many financial problems.
games,races,1,0,0,0,0,0,0.6955321546,1,1,1,3815,4,8.246695944,0.5588466579,0.6743834142,,6,,All of the X and Y kept Troy very entertained.,All of the games and races kept Troy very entertained.,All of the races and games kept Troy very entertained.
evenings,sundays,0,0,1,0,0,0,0.4585045584,0,-1,-1,3744,3,8.227909838,0.8218482906,0.551613906,,6,,Carlos spends his X and Y doing his favorite activities.,Carlos spends his evenings and sundays doing his favorite activities.,Carlos spends his sundays and evenings doing his favorite activities.
activity,nature,0,1,0,0,0,0,-0.6168274155,-1,-1,0,3742,3,8.227375507,0.1317477285,0.5759564252,,6,,"Timothy thought that he didn't have enough X and Y in his life, so he decided to get out more.","Timothy thought that he didn't have enough activity and nature in his life, so he decided to get out more.","Timothy thought that he didn't have enough nature and activity in his life, so he decided to get out more."
sun,weather,0,0,1,0,0,0,0.8985015404,1,1,1,3714,3,8.219864742,0.8893376414,0.7297301485,,6,,Tina said that the X and Y made her want to be outside.,Tina said that the sun and weather made her want to be outside.,Tina said that the weather and sun made her want to be outside.
leather,paper,0,1,-1,0,0,0,-2.071519287,0,0,0,3714,3,8.219864742,0.4604200323,0.4206313961,,6,,He needed to get some X and Y for his latest art project.,He needed to get some leather and paper for his latest art project.,He needed to get some paper and leather for his latest art project.
rudder,stick,0,0,0,0,0,0,-2.538134063,-1,-1,-1,3699,3,8.215817792,0.1002973777,0.3316191075,,6,too weird,,,
contraction,dilatation,0,0,0,0,1,0,1.356318215,2,0,0,3691,3,8.213652703,0.6106746139,0.6325194514,,6,too weird,,,
anguish,rage,0,0,0,0,-1,0,-0.7962548266,-1,-1,-1,3683,3,8.211482916,0.3670920445,0.3540399723,,6,,She felt X and Y after learning that her dog had died.,She felt anguish and rage after learning that her dog had died.,She felt rage and anguish after learning that her dog had died.
shooting,yelling,0,0,-1,0,1,0,1.368783149,0,0,0,3658,3,8.204671829,0.3942044833,0.4542853691,,6,,The movie had a lot of X and Y which made Peter upset.,The movie had a lot of shooting and yelling which made Peter upset.,The movie had a lot of yelling and shooting which made Peter upset.
arches,piers,0,0,-1,0,0,0,0.5250362122,-1,-1,-1,3647,3,8.201660191,0.2278585138,0.3087126427,,6,,Tamara learned how to properly design X and Y in her architecture class.,Tamara learned how to properly design arches and piers in her architecture class.,Tamara learned how to properly design piers and arches in her architecture class.
investment,risk,0,0,0,0,0,1,-0.4457127772,-1,-1,-1,3621,3,8.19450551,0.663352665,0.692026485,,6,,Harry didn't think the X and Y were worth the money.,Harry didn't think the investment and risk were worth the money.,Harry didn't think the risk and investment were worth the money.
control,growth,0,0,0,1,0,0,0.675684866,0,0,0,3621,3,8.19450551,0.1800607567,0.6414893775,,6,,The lack of X and Y that the position offered made Jerry want to find a new job.,The lack of control and growth that the position offered made Jerry want to find a new job.,The lack of growth and control that the position offered made Jerry want to find a new job.
happiness,pain,0,1,0,0,0,0,-1.102573493,-2,-2,-1,3609,3,8.191186005,0.5996120809,0.4530942488,,6,,"Ed feels X and Y when drinking milk because he loves the taste, but is lactose intolerant.","Ed feels happiness and pain when drinking milk because he loves the taste, but is lactose intolerant.","Ed feels pain and happiness when drinking milk because he loves the taste, but is lactose intolerant."
Egypt,Europe,0,0,-1,0,0,0,-1.175697991,0,0,0,3595,3,8.18729927,0.4311543811,0.3660689423,,6,,He wanted to visit X and Y once he had the time to travel.,He wanted to visit Egypt and Europe once he had the time to travel.,He wanted to visit Europe and Egypt once he had the time to travel.
order,truth,0,0,0,0,0,0,1.080154161,-1,-1,-1,3498,3,8.159946656,0.3865065752,0.423578527,,6,,The judge wanted X and Y from the lawyers and witnesses.,The judge wanted order and truth from the lawyers and witnesses.,The judge wanted truth and order from the lawyers and witnesses.
factories,industries,0,1,0,-1,0,0,-1.026865168,0,0,0,3465,3,8.150467912,0.6614718615,0.4350701549,,6,,Tristen worked in a variety of X and Y before he was able to retire.,Tristen worked in a variety of factories and industries before he was able to retire.,Tristen worked in a variety of industries and factories before he was able to retire.
name,year,0,0,1,0,0,0,-0.331933601,0,0,0,3444,3,8.144388866,0.9378629501,0.6030152438,,6,,Jasmine wanted to know the X and Y of the car her friend was selling.,Jasmine wanted to know the name and year of the car her friend was selling.,Jasmine wanted to know the year and name of the car her friend was selling.
river,sky,0,1,0,0,0,0,1.144017299,-1,-1,-1,3362,3,8.120291314,0.6522903034,0.5062525782,,6,,"On an afternoon walk, Cindy noticed that the X and Y were the same shade of blue.","On an afternoon walk, Cindy noticed that the river and sky were the same shade of blue.","On an afternoon walk, Cindy noticed that the sky and river were the same shade of blue."
detection,removal,0,0,0,0,0,1,-0.4840763487,0,0,0,3333,3,8.111628078,1,0.7767956527,,6,,Victoria went to her dermatologist for X and Y of her potentially cancerous moles.,Victoria went to her dermatologist for detection and removal of her potentially cancerous moles.,Victoria went to her dermatologist for removal and detection of her potentially cancerous moles.
breakfast,luncheon,0,0,0,0,0,1,1.914478996,0,0,0,3299,3,8.101374671,0.929069415,0.8186839735,,6,,The conference had a X and Y included on the itinerary.,The conference had a breakfast and luncheon included on the itinerary.,The conference had a luncheon and breakfast included on the itinerary.
attitude,experience,0,-1,0,0,0,0,-1.250579961,0,2,1,3253,3,8.087332926,0.4420534891,0.4195407181,,6,,Both Jerry's X and Y made him an excellent candidate for the job.,Both Jerry's attitude and experience made him an excellent candidate for the job.,Both Jerry's experience and attitude made him an excellent candidate for the job.
pilot,plane,0,1,1,0,0,0,-1.039150941,-1,-1,-1,3214,3,8.075271546,0.321717486,0.5562140344,,6,,There was a need for a X and Y for the flight to Hawaii.,There was a need for a pilot and plane for the flight to Hawaii.,There was a need for a plane and pilot for the flight to Hawaii.
malaria,typhoid,0,0,0,0,0,0,0.2595695002,-1,-1,0,3188,3,8.06714904,0.6420953576,0.5187788391,,6,,Trina got her X and Y vaccines before travelling the world.,Trina got her malaria and typhoid vaccines before travelling the world.,Trina got her typhoid and malaria vaccines before travelling the world.
technology,time,0,1,0,1,0,0,-2.844575602,-2,-2,-1,3171,3,8.061802275,0.179123305,0.5286992396,,6,,Marissa thinks it will take a lot of X and Y for humans to be able to live on Mars.,Marissa thinks it will take a lot of technology and time for humans to be able to live on Mars.,Marissa thinks it will take a lot of time and technology for humans to be able to live on Mars.
economist,historian,0,-1,0,0,0,0,-1.020412952,0,0,0,3086,3,8.034631033,0.4744005185,0.3963598146,,6,,He was surprised that both the X and Y are named Jane Doe.,He was surprised that both the economist and historian are named Jane Doe.,He was surprised that both the historian and economist are named Jane Doe.
muskets,swords,0,0,0,1,0,0,-1.177591049,-1,-1,-1,3049,3,8.022568947,0.4014430961,0.4847583914,,6,,Soldiers used to use X and Y when they fought in battles.,Soldiers used to use muskets and swords when they fought in battles.,Soldiers used to use swords and muskets when they fought in battles.
character,wisdom,0,0,-1,0,0,0,1.275975269,-1,-1,0,3043,3,8.02059915,0.5133092343,0.4372568822,,6,,His mom's X and Y made her someone he would go to for advice.,His mom's character and wisdom made her someone he would go to for advice.,His mom's wisdom and character made her someone he would go to for advice.
azaleas,camellias,0,0,0,0,0,0,0.7254520326,1,-1,-1,3020,3,8.01301211,0.6006622517,0.4858475413,,6,too weird?,He bought his wife a bouquet of X and Y for Mother's Day this year.,He bought his wife a bouquet of azaleas and camellias for Mother's Day this year.,He bought his wife a bouquet of camellias and azaleas for Mother's Day this year.
silence,space,0,0,0,0,0,0,-1.160626973,-1,-1,-1,2998,3,8.005700679,0.3108739159,0.3655534426,,6,,Ryan wanted X and Y after a long day of work.,Ryan wanted silence and space after a long day of work.,Ryan wanted space and silence after a long day of work.
fingers,mouth,0,-1,0,0,0,0,-0.6951526478,-1,-1,-1,2949,3,7.989221409,0.3808070532,0.3042814809,,6,,Both her X and Y were dirty from eating ribs.,Both her fingers and mouth were dirty from eating ribs.,Both her mouth and fingers were dirty from eating ribs.
power,variety,0,0,0,1,1,0,1.571622681,1,1,0,2907,3,7.974876901,0.5555555556,0.6765467918,,6,,Brian said that the X and Y of the cars at the dealership left him unimpressed.,Brian said that the power and variety of the cars at the dealership left him unimpressed.,Brian said that the variety and power of the cars at the dealership left him unimpressed.
cliches,stereotypes,0,0,0,0,0,0,-1.519638278,3,0,0,2899,3,7.972121129,0.5950327699,0.5710900369,,6,,The movie had a lot of X and Y but it was still one of Kim's favorites.,The movie had a lot of cliches and stereotypes but it was still one of Kim's favorites.,The movie had a lot of stereotypes and cliches but it was still one of Kim's favorites.
habits,movements,0,0,0,0,0,0,-0.5972104475,0,0,0,2899,3,7.972121129,0.3477061056,0.4878680806,,6,,He kept track of his dog's X and Y because the vet told him to.,He kept track of his dog's habits and movements because the vet told him to.,He kept track of his dog's movements and habits because the vet told him to.
shirt,waistcoat,0,0,1,0,0,0,2.620755068,1,1,1,2852,3,7.955775782,0.4831697055,0.7649850693,,6,,They needed to buy a new X and Y for the upcoming event.,They needed to buy a new shirt and waistcoat for the upcoming event.,They needed to buy a new waistcoat and shirt for the upcoming event.
boardinghouses,hotels,0,0,0,0,0,0,-4.366398527,-3,-1,-1,2816,3,7.943072717,0.1807528409,0.2333822008,,6,,She spent a lot of time in X and Y during her summer travels.,She spent a lot of time in boardinghouses and hotels during her summer travels.,She spent a lot of time in hotels and boardinghouses during her summer travels.
stucco,wood,0,-1,-1,0,0,0,-3.812992732,-1,-1,-1,2813,3,7.942006808,0.3458940633,0.1675314914,,6,,The builders used X and Y to decorate the house's exterior.,The builders used stucco and wood to decorate the house's exterior.,The builders used wood and stucco to decorate the house's exterior.
activities,character,0,1,0,0,0,0,-0.1394953876,0,0,0,2796,3,7.935945103,0.2138769671,0.5811090634,,6,?,They questioned her X and Y for no good reason.,They questioned her activities and character for no good reason.,They questioned her character and activities for no good reason.
happiness,warmth,0,0,1,0,0,0,0.9573401628,-2,-2,-1,2791,3,7.934155234,0.1820136152,0.5366931149,,6,,Clarissa felt X and Y whenever she hugged her mom.,Clarissa felt happiness and warmth whenever she hugged her mom.,Clarissa felt warmth and happiness whenever she hugged her mom.
fulfillment,pleasure,1,0,0,0,0,0,-1.863438664,0,0,0,2775,3,7.928406026,0.2064864865,0.5021635534,,6,,Her job gave her X and Y along with a satisfactory salary.,Her job gave her fulfillment and pleasure along with a satisfactory salary.,Her job gave her pleasure and fulfillment along with a satisfactory salary.
means,motives,0,1,0,0,0,-1,2.78062853,1,1,1,2767,3,7.92551898,0.5095771594,0.4508120189,,6,,He was trying to understand the X and Y behind this controversial decision.,He was trying to understand the means and motives behind this controversial decision.,He was trying to understand the motives and means behind this controversial decision.
fear,relief,0,-1,0,0,1,0,0.6727511688,0,0,0,2765,3,7.924795914,0.6459312839,0.4632365169,,6,,Mary felt both X and Y about graduating from high school.,Mary felt both fear and relief about graduating from high school.,Mary felt both relief and fear about graduating from high school.
despair,futility,0,0,0,0,1,0,1.867667881,2,2,1,2723,3,7.909489493,0.3657730444,0.6725035586,,6,,Clara felt X and Y after being fired from her new job.,Clara felt despair and futility after being fired from her new job.,Clara felt futility and despair after being fired from her new job.
ash,maple,0,0,0,0,0,0,0.5931787951,1,1,1,2666,2,7.888334501,0.432108027,0.6276912803,,6,,Hank saw many X and Y trees while on his hike.,Hank saw many ash and maple trees while on his hike.,Hank saw many maple and ash trees while on his hike.
beauty,inspiration,0,1,0,0,0,0,1.236731706,2,0,0,2617,2,7.869783903,0.8223156286,0.6828062231,,6,?,Bridget wrote blog posts centered around X and Y in her spare time.,Bridget wrote blog posts centered around beauty and inspiration in her spare time.,Bridget wrote blog posts centered around inspiration and beauty in her spare time.
clippings,pictures,0,0,-1,0,0,0,-3.334132848,0,0,0,2541,2,7.840312983,0.5356158993,0.3135832496,,6,,She used many X and Y for the collage she was working on.,She used many clippings and pictures for the collage she was working on.,She used many pictures and clippings for the collage she was working on.
liquids,powders,0,-1,1,0,0,0,0.9756036296,0,0,0,2530,2,7.835974582,0.4328063241,0.5581853148,,6,,The factory used many different X and Y to make its products.,The factory used many different liquids and powders to make its products.,The factory used many different powders and liquids to make its products.
domination,influence,0,0,0,1,0,0,-2.69567855,-1,1,0,2524,2,7.833600224,0.383518225,0.4738253625,,6,,The player's X and Y made them the obvious choice for captain of the team.,The player's domination and influence made them the obvious choice for captain of the team.,The player's influence and domination made them the obvious choice for captain of the team.
action,conversation,0,0,0,0,0,0,1.569841605,2,0,0,2470,2,7.81197343,0.3672064777,0.6169632397,,6,,There was X and Y occurring in every scene of the movie.,There was action and conversation occurring in every scene of the movie.,There was conversation and action occurring in every scene of the movie.
pattern,sequence,0,0,-1,0,0,0,0.474983899,0,0,0,2372,2,7.77148876,0.5438448567,0.408556881,,6,,They discussed the connection between a X and Y in their math class today.,They discussed the connection between a pattern and sequence in their math class today.,They discussed the connection between a sequence and pattern in their math class today.
detective,police,0,0,0,-1,0,0,-2.045836632,-1,-1,-1,2346,2,7.760467029,0.2199488491,0.2423886284,,6,,Usually the town's X and Y work together to deal with criminals.,Usually the town's detective and police work together to deal with criminals.,Usually the town's police and detective work together to deal with criminals.
church,graveyard,0,1,1,0,0,0,4.674306183,1,0,0,2319,2,7.748891337,0.9620526089,0.8073136707,,6,,The couple found out that the X and Y are right behind their new house.,The couple found out that the church and graveyard are right behind their new house.,The couple found out that the graveyard and church are right behind their new house.
habits,thought,0,0,0,0,0,0,-2.616047041,-1,-1,-1,2299,2,7.740229525,0.4188777729,0.3297471802,,6,?,,,
gardens,lawn,0,0,-1,0,0,0,0.6849383754,-1,-1,-1,2244,2,7.716015267,0.2081105169,0.3124291675,,6,,He makes sure to water the X and Y of the estate every other day.,He makes sure to water the gardens and lawn of the estate every other day.,He makes sure to water the lawn and gardens of the estate every other day.
powers,processes,0,0,0,1,0,0,-0.07322184183,1,1,0,2242,2,7.715123604,0.768956289,0.6153497293,,6,,They lacked the necessary X and Y to finish the job.,They lacked the necessary powers and processes to finish the job.,They lacked the necessary processes and powers to finish the job.
machinery,tractors,1,0,-1,0,0,0,2.498144989,-1,-1,0,2213,2,7.70210434,0.4830546769,0.5187433749,,6,,"He sold X and Y for a living, but he wanted to open a bakery.","He sold machinery and tractors for a living, but he wanted to open a bakery.","He sold tractors and machinery for a living, but he wanted to open a bakery."
ammo,weapons,0,0,-1,0,0,0,-3.739255565,0,1,1,2212,2,7.701652363,0.1003616637,0.3703437157,,6,,The military has X and Y readily available to them.,The military has ammo and weapons readily available to them.,The military has weapons and ammo readily available to them.
clay,wax,0,0,1,0,0,0,1.143758192,0,0,0,2206,2,7.6989362,0.5213055304,0.6406607866,,6,,"Jackie loved doing different crafts, so she had a lot of X and Y readily available to her.","Jackie loved doing different crafts, so she had a lot of clay and wax readily available to her.","Jackie loved doing different crafts, so she had a lot of wax and clay readily available to her."
associations,enterprises,0,0,0,-1,0,0,0.3874407026,0,0,0,2189,2,7.691200098,0.3992690726,0.3932077287,,6,,She dealt with different X and Y in her line of work.,She dealt with different associations and enterprises in her line of work.,She dealt with different enterprises and associations in her line of work.
grace,modesty,0,1,0,0,0,0,2.455240899,2,2,1,2152,2,7.674152921,0.5873605948,0.7349630859,,6,,Chloe's grandma said that X and Y are qualities a person should have.,Chloe's grandma said that grace and modesty are qualities a person should have.,Chloe's grandma said that modesty and grace are qualities a person should have.
brains,talent,0,0,0,0,0,0,-0.7626728094,1,1,1,2145,2,7.670894831,0.6904428904,0.592701651,,6,,Georgina had both the X and Y to be successful at her job.,Georgina had both the brains and talent to be successful at her job.,Georgina had both the talent and brains to be successful at her job.
comedy,humor,0,0,0,0,0,0,-0.1972618453,-1,-1,0,2098,2,7.648739789,0.4127740705,0.5063898852,,6,,Ricky was confused about the difference between X and Y until he looked it up online.,Ricky was confused about the difference between comedy and humor until he looked it up online.,Ricky was confused about the difference between humor and comedy until he looked it up online.
certainty,order,0,0,0,0,0,0,-3.272831427,-1,-1,0,2092,2,7.645875825,0.3231357553,0.4235304613,,6,,Jake liked the X and Y that his job provided him.,Jake liked the certainty and order that his job provided him.,Jake liked the order and certainty that his job provided him.
discretion,moderation,0,0,0,0,0,0,1.198091836,2,0,0,2059,2,7.629975707,0.4691597863,0.6073828724,,6,,"There was an absence of X and Y in the decision, which upset many people.","There was an absence of discretion and moderation in the decision, which upset many people.","There was an absence of moderation and discretion in the decision, which upset many people."
attention,civility,0,0,0,0,0,1,4.469243317,1,1,0,2048,2,7.624618986,0.3920898438,0.8524688467,,6,?,Jane's mom said the lack of X and Y made her very disappointed.,Jane's mom said the lack of attention and civility made her very disappointed.,Jane's mom said the lack of civility and attention made her very disappointed.
captain,leader,-1,0,0,0,0,0,0.1855984256,0,0,0,2031,2,7.616283562,0.5869030034,0.4605311323,,6,,The team thought of her as a X and Y even though she didn't officially have the title.,The team thought of her as a captain and leader even though she didn't officially have the title.,The team thought of her as a leader and captain even though she didn't officially have the title.
control,intelligence,0,0,0,1,0,0,1.728921312,2,2,1,2022,2,7.6118424,0.5326409496,0.7515928011,,6,,Jason wanted to be known for his X and Y instead of being known for his temper.,Jason wanted to be known for his control and intelligence instead of being known for his temper.,Jason wanted to be known for his intelligence and control instead of being known for his temper.
grease,sweat,0,-1,0,0,0,0,-0.8955202224,0,0,0,2001,2,7.601402335,0.5257371314,0.3996080322,,6,,"At the end of the day, Fred washed the X and Y off of his face.","At the end of the day, Fred washed the grease and sweat off of his face.","At the end of the day, Fred washed the sweat and grease off of his face."
comprehension,control,0,0,0,-1,0,0,-3.342361848,-3,-1,-1,1993,2,7.59739632,0.7717009533,0.1721669562,,6,,There was a lack of X and Y that made Stephanie feel uneasy.,There was a lack of comprehension and control that made Stephanie feel uneasy.,There was a lack of control and comprehension that made Stephanie feel uneasy.
hallucinations,visions,-1,0,0,0,0,0,-1.196932745,-2,0,0,1974,2,7.58781722,0.273556231,0.3547420381,,6,,The man experienced X and Y when he was severely dehydrated.,The man experienced hallucinations and visions when he was severely dehydrated.,The man experienced visions and hallucinations when he was severely dehydrated.
commands,statements,0,0,0,1,0,0,-1.028276216,1,1,1,1897,2,7.54802897,0.4048497628,0.698151362,,6,,The employees didn't listen to the X and Y of the rude boss.,The employees didn't listen to the commands and statements of the rude boss.,The employees didn't listen to the statements and commands of the rude boss.
shots,shouts,0,-1,0,0,1,0,0.8084451486,0,0,0,1897,2,7.54802897,0.5424354244,0.4669009765,,6,too weird,,,
cost,upkeep,0,0,0,0,0,1,5.052419213,1,0,0,1881,2,7.539558829,0.9393939394,0.8800680161,,6,,They didn't think the house was worth the X and Y it would take to keep it.,They didn't think the house was worth the cost and upkeep it would take to keep it.,They didn't think the house was worth the upkeep and cost it would take to keep it.
men,objects,0,1,0,0,0,0,1.985165818,1,1,1,1870,2,7.53369371,0.7427807487,0.7309812707,,6,,The artist painted X and Y for the museum's upcoming exhibit.,The artist painted men and objects for the museum's upcoming exhibit.,The artist painted objects and men for the museum's upcoming exhibit.
fragrance,taste,0,0,-1,0,0,0,-2.453301722,-1,-1,-1,1816,2,7.504391559,0.4559471366,0.2442629753,,6,,"She wanted to like the smoothie, but the X and Y made her feel sick.","She wanted to like the smoothie, but the fragrance and taste made her feel sick.","She wanted to like the smoothie, but the taste and fragrance made her feel sick."
betrayal,murder,0,0,0,-1,0,1,-2.089100731,0,0,0,1796,2,7.493317249,0.6542316258,0.641220393,,6,,The book was about a X and Y and Harry thought it was very interesting.,The book was about a betrayal and murder and Harry thought it was very interesting.,The book was about a murder and betrayal and Harry thought it was very interesting.
bacteria,insects,0,-1,0,0,0,0,0.2941134751,-1,-2,-1,1765,2,7.475905969,0.4549575071,0.3672731182,,6,,Xander was afraid of X and Y so he spent most of his time inside his house.,Xander was afraid of bacteria and insects so he spent most of his time inside his house.,Xander was afraid of insects and bacteria so he spent most of his time inside his house.
confusion,congestion,0,0,0,0,0,1,1.875763235,0,0,0,1755,2,7.470224136,0.4051282051,0.8180592931,,6,?,The traffic caused X and Y for the drivers on the busy highway.,The traffic caused confusion and congestion for the drivers on the busy highway.,The traffic caused congestion and confusion for the drivers on the busy highway.
facts,techniques,0,0,0,0,0,0,0.1673548105,0,0,0,1703,2,7.440146681,0.9013505578,0.5086135419,,6,,She wanted to discuss different X and Y with her new boss.,She wanted to discuss different facts and techniques with her new boss.,She wanted to discuss different techniques and facts with her new boss.
